Option=EF 6.7;Option=EF 10.2;Option=EF 10.5;Option=EF 15.9;Option=EF 17.6;Option=EF 19.9;Option=EF 21.9;Option=None;Option=Void
0.143;0.143;0.143;0.143;0.143;0.143;0.142;0.0;0
