Dependency=Type_Logement;Dependency=Geometry Stories;Option=1;Option=2;Option=3;Option=4;Option=5;Option=6;Option=7;Option=8;Option=9;Option=10;Option=11;Option=12;Option=13;Option=14;Option=15;Option=16;Option=17;Option=18;Option=19;Option=20;Option=24;Option=30;Option=36;Option=43;Option=67;Option=116;Option=183;Option=326
Triplex;1;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;2;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;3;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;21;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Triplex;35;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;2;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;3;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;21;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison individuelle;35;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;1;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;2;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;3;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;21;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Maison en rangee;35;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Collective;1;0;0;0;0;0.1307749028204;0.139885018976161;0.0620486779694738;0.201452417868746;0.0;0.0633578698897914;0.0;0.0780528225149347;0.0160385631393434;0.00390054938521583;0.0151945458351255;0.0571746373408954;0.0;0.00397898965512456;0.0;0.042972980135007;0.0613880572630508;0.0366453252883295;0.00524680576634589;0.0171676858717243;0.0405719213962624;0.0131944191230813;0.0;0.0109538097609857
Collective;2;0;0;0;0;0.0455082842722783;0.107582532601959;0.0240945643009352;0.352412727330635;0.0119540539923076;0.0772403186424689;0.00894778151863683;0.0986456749545047;0.00845795088978552;0.0204479923004915;0.0167125095487197;0.0535219552852363;0.00102920839661638;0.0078551869241003;0.00246880130037461;0.0412947870477163;0.036482450416989;0.0114685360538909;0.010497092266219;0.0137396602577947;0.0311942601253513;0.00896073780997377;0.00626698680194341;0.00321594696107046
Collective;3;0;0;0;0;0.0343171493422526;0.153934296431011;0.00739018686983145;0.0318528930845209;0.0160814094592485;0.0477590895449497;0.00546093125602405;0.193873761530548;0.0118267075976436;0.000735528930792227;0.0206551396034256;0.0168615218469445;0.000956671893315143;0.0286474150165669;0.0;0.0355400535432477;0.0841445923351804;0.0766278254322231;0.0428764224204558;0.0345562136274013;0.101833772005972;0.0321601338423428;0.00594810627319685;0.0159601781129034
Collective;4;0;0;0;0;0.0048910952952844;0.0323012093626912;0.0121175594552641;0.0214933085017322;0.00580297650008739;0.040661712495717;0.00358057264718698;0.0535012047207567;0.00354350955799032;0.0162765183942351;0.0109759298726892;0.0329816839525899;0.00471237084689522;0.00551400184237895;0.0;0.0628525209760307;0.0377896453988108;0.076144688245814;0.051962937711914;0.126399358542021;0.268471396325292;0.0543316087936615;0.0462121400324752;0.0274820505284804
Collective;5;0;0;0;0;0.0048910952952844;0.0323012093626912;0.0121175594552641;0.0214933085017322;0.00580297650008739;0.040661712495717;0.00358057264718698;0.0535012047207567;0.00354350955799032;0.0162765183942351;0.0109759298726892;0.0329816839525899;0.00471237084689522;0.00551400184237895;0.0;0.0628525209760307;0.0377896453988108;0.076144688245814;0.051962937711914;0.126399358542021;0.268471396325292;0.0543316087936615;0.0462121400324752;0.0274820505284804
Collective;6;0;0;0;0;0.0048910952952844;0.0323012093626912;0.0121175594552641;0.0214933085017322;0.00580297650008739;0.040661712495717;0.00358057264718698;0.0535012047207567;0.00354350955799032;0.0162765183942351;0.0109759298726892;0.0329816839525899;0.00471237084689522;0.00551400184237895;0.0;0.0628525209760307;0.0377896453988108;0.076144688245814;0.051962937711914;0.126399358542021;0.268471396325292;0.0543316087936615;0.0462121400324752;0.0274820505284804
Collective;7;0;0;0;0;0.0048910952952844;0.0323012093626912;0.0121175594552641;0.0214933085017322;0.00580297650008739;0.040661712495717;0.00358057264718698;0.0535012047207567;0.00354350955799032;0.0162765183942351;0.0109759298726892;0.0329816839525899;0.00471237084689522;0.00551400184237895;0.0;0.0628525209760307;0.0377896453988108;0.076144688245814;0.051962937711914;0.126399358542021;0.268471396325292;0.0543316087936615;0.0462121400324752;0.0274820505284804
Collective;8;0;0;0;0;0.00442888578021109;0.0081463278561185;0.0;0.0054696998485336;0.00519273037141067;0.00568271625522255;0.0;0.0053909008071936;0.0;0.0;0.0;0.0156567795524403;0.0;0.0;0.0;0.00577654868298315;0.0039876662349228;0.0156725303452874;0.0;0.00200895569112594;0.173929651811508;0.270934983969329;0.141018232209378;0.336703390584333
Collective;9;0;0;0;0;0.00442888578021109;0.0081463278561185;0.0;0.0054696998485336;0.00519273037141067;0.00568271625522255;0.0;0.0053909008071936;0.0;0.0;0.0;0.0156567795524403;0.0;0.0;0.0;0.00577654868298315;0.0039876662349228;0.0156725303452874;0.0;0.00200895569112594;0.173929651811508;0.270934983969329;0.141018232209378;0.336703390584333
Collective;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;21;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
Collective;35;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00581791079424683;0.0;0.00551915291706876;0.0;0.0;0.0;0.0160292618301278;0.0;0.0;0.0;0.00591397554036487;0.0040825347228431;0.0160453873418738;0.0;0.00205674970835007;0.178067521457507;0.277380656886681;0.144373123434159;0.344713725366776
