Dependency=ModeConsigne;Option=(10,10,10);Option=(10,10,11);Option=(10,10,14);Option=(10,10,18);Option=(10,10,19);Option=(10,10,20);Option=(10,11,10);Option=(10,11,11);Option=(10,14,14);Option=(10,15,10);Option=(10,15,12);Option=(10,15,14);Option=(10,15,15);Option=(10,16,16);Option=(10,16,19);Option=(10,17,10);Option=(10,17,15);Option=(10,17,17);Option=(10,18,10);Option=(10,18,14);Option=(10,18,15);Option=(10,18,16);Option=(10,18,18);Option=(10,19,10);Option=(10,19,13);Option=(10,19,17);Option=(10,19,18);Option=(10,19,19);Option=(10,20,10);Option=(10,20,15);Option=(10,20,17);Option=(10,20,18);Option=(10,20,19);Option=(10,20,20);Option=(10,20,21);Option=(10,20,24);Option=(10,21,10);Option=(10,21,16);Option=(10,21,18);Option=(10,21,19);Option=(10,21,20);Option=(10,21,21);Option=(10,21,22);Option=(10,22,10);Option=(10,22,18);Option=(10,22,19);Option=(10,22,20);Option=(10,22,21);Option=(10,22,22);Option=(10,23,10);Option=(10,23,18);Option=(10,23,21);Option=(10,23,23);Option=(10,24,23);Option=(10,24,24);Option=(11,11,10);Option=(11,11,11);Option=(11,11,12);Option=(11,12,12);Option=(11,21,19);Option=(12,11,11);Option=(12,12,12);Option=(12,12,15);Option=(12,15,15);Option=(12,17,18);Option=(12,18,16);Option=(12,20,12);Option=(12,22,21);Option=(12,24,15);Option=(13,10,19);Option=(13,13,13);Option=(13,13,20);Option=(13,17,13);Option=(13,18,10);Option=(13,18,14);Option=(13,18,18);Option=(13,19,12);Option=(13,20,16);Option=(14,11,12);Option=(14,13,13);Option=(14,14,12);Option=(14,14,14);Option=(14,14,16);Option=(14,16,16);Option=(14,17,16);Option=(14,17,17);Option=(14,18,12);Option=(14,18,14);Option=(14,18,18);Option=(14,19,14);Option=(14,22,18);Option=(14,22,20);Option=(15,10,10);Option=(15,13,12);Option=(15,13,13);Option=(15,13,15);Option=(15,14,14);Option=(15,15,10);Option=(15,15,11);Option=(15,15,12);Option=(15,15,13);Option=(15,15,14);Option=(15,15,15);Option=(15,15,20);Option=(15,16,15);Option=(15,16,16);Option=(15,17,13);Option=(15,17,15);Option=(15,17,16);Option=(15,17,17);Option=(15,17,18);Option=(15,18,10);Option=(15,18,12);Option=(15,18,15);Option=(15,18,16);Option=(15,18,17);Option=(15,18,18);Option=(15,18,20);Option=(15,19,14);Option=(15,19,15);Option=(15,19,19);Option=(15,19,21);Option=(15,20,10);Option=(15,20,11);Option=(15,20,13);Option=(15,20,15);Option=(15,20,17);Option=(15,20,18);Option=(15,20,19);Option=(15,20,20);Option=(15,21,15);Option=(15,21,17);Option=(15,21,18);Option=(15,21,19);Option=(15,21,20);Option=(15,22,15);Option=(15,22,17);Option=(15,22,18);Option=(15,22,21);Option=(15,22,22);Option=(15,23,15);Option=(15,23,19);Option=(15,23,20);Option=(15,24,15);Option=(16,10,10);Option=(16,10,16);Option=(16,14,14);Option=(16,15,13);Option=(16,15,14);Option=(16,15,15);Option=(16,16,10);Option=(16,16,13);Option=(16,16,14);Option=(16,16,15);Option=(16,16,16);Option=(16,16,17);Option=(16,16,18);Option=(16,16,19);Option=(16,17,16);Option=(16,17,17);Option=(16,17,18);Option=(16,18,13);Option=(16,18,14);Option=(16,18,15);Option=(16,18,16);Option=(16,18,17);Option=(16,18,18);Option=(16,19,10);Option=(16,19,15);Option=(16,19,16);Option=(16,19,17);Option=(16,19,19);Option=(16,20,14);Option=(16,20,16);Option=(16,20,17);Option=(16,20,18);Option=(16,20,20);Option=(16,20,21);Option=(16,20,22);Option=(16,21,15);Option=(16,21,16);Option=(16,21,17);Option=(16,21,18);Option=(16,21,19);Option=(16,21,21);Option=(16,22,16);Option=(16,22,17);Option=(16,22,18);Option=(16,22,22);Option=(16,23,20);Option=(17,10,10);Option=(17,10,17);Option=(17,13,13);Option=(17,14,14);Option=(17,15,13);Option=(17,15,14);Option=(17,15,15);Option=(17,16,10);Option=(17,16,14);Option=(17,16,15);Option=(17,16,16);Option=(17,17,10);Option=(17,17,13);Option=(17,17,14);Option=(17,17,15);Option=(17,17,16);Option=(17,17,17);Option=(17,17,18);Option=(17,18,15);Option=(17,18,16);Option=(17,18,17);Option=(17,18,18);Option=(17,18,20);Option=(17,19,10);Option=(17,19,15);Option=(17,19,16);Option=(17,19,17);Option=(17,19,18);Option=(17,19,19);Option=(17,19,20);Option=(17,20,10);Option=(17,20,15);Option=(17,20,16);Option=(17,20,17);Option=(17,20,18);Option=(17,20,19);Option=(17,20,20);Option=(17,20,21);Option=(17,21,15);Option=(17,21,16);Option=(17,21,17);Option=(17,21,18);Option=(17,21,19);Option=(17,21,20);Option=(17,21,21);Option=(17,21,22);Option=(17,22,17);Option=(17,22,19);Option=(17,22,20);Option=(17,22,21);Option=(17,23,17);Option=(17,23,20);Option=(17,24,17);Option=(18,10,10);Option=(18,12,12);Option=(18,13,10);Option=(18,13,13);Option=(18,13,14);Option=(18,14,14);Option=(18,14,16);Option=(18,15,11);Option=(18,15,15);Option=(18,16,14);Option=(18,16,15);Option=(18,16,16);Option=(18,16,17);Option=(18,16,18);Option=(18,16,20);Option=(18,17,15);Option=(18,17,16);Option=(18,17,17);Option=(18,17,18);Option=(18,18,10);Option=(18,18,12);Option=(18,18,13);Option=(18,18,14);Option=(18,18,15);Option=(18,18,16);Option=(18,18,17);Option=(18,18,18);Option=(18,18,19);Option=(18,18,20);Option=(18,18,21);Option=(18,19,10);Option=(18,19,15);Option=(18,19,16);Option=(18,19,17);Option=(18,19,18);Option=(18,19,19);Option=(18,20,10);Option=(18,20,12);Option=(18,20,14);Option=(18,20,15);Option=(18,20,16);Option=(18,20,17);Option=(18,20,18);Option=(18,20,19);Option=(18,20,20);Option=(18,20,21);Option=(18,20,22);Option=(18,21,10);Option=(18,21,15);Option=(18,21,16);Option=(18,21,17);Option=(18,21,18);Option=(18,21,19);Option=(18,21,20);Option=(18,21,21);Option=(18,22,14);Option=(18,22,15);Option=(18,22,16);Option=(18,22,17);Option=(18,22,18);Option=(18,22,19);Option=(18,22,20);Option=(18,22,21);Option=(18,22,22);Option=(18,23,15);Option=(18,23,16);Option=(18,23,17);Option=(18,23,18);Option=(18,23,19);Option=(18,23,20);Option=(18,23,22);Option=(18,23,23);Option=(18,24,18);Option=(18,24,20);Option=(19,10,17);Option=(19,10,19);Option=(19,11,10);Option=(19,11,11);Option=(19,15,15);Option=(19,16,10);Option=(19,16,16);Option=(19,16,18);Option=(19,16,19);Option=(19,17,10);Option=(19,17,14);Option=(19,17,15);Option=(19,17,16);Option=(19,17,17);Option=(19,17,18);Option=(19,17,20);Option=(19,18,10);Option=(19,18,15);Option=(19,18,16);Option=(19,18,17);Option=(19,18,18);Option=(19,18,19);Option=(19,18,20);Option=(19,18,21);Option=(19,19,10);Option=(19,19,14);Option=(19,19,15);Option=(19,19,16);Option=(19,19,17);Option=(19,19,18);Option=(19,19,19);Option=(19,19,20);Option=(19,19,21);Option=(19,20,10);Option=(19,20,14);Option=(19,20,15);Option=(19,20,16);Option=(19,20,17);Option=(19,20,18);Option=(19,20,19);Option=(19,20,20);Option=(19,20,21);Option=(19,20,23);Option=(19,21,14);Option=(19,21,15);Option=(19,21,16);Option=(19,21,17);Option=(19,21,18);Option=(19,21,19);Option=(19,21,20);Option=(19,21,21);Option=(19,21,22);Option=(19,22,15);Option=(19,22,16);Option=(19,22,17);Option=(19,22,18);Option=(19,22,19);Option=(19,22,20);Option=(19,22,21);Option=(19,22,22);Option=(19,23,16);Option=(19,23,18);Option=(19,23,19);Option=(19,23,20);Option=(19,23,21);Option=(19,23,23);Option=(19,24,19);Option=(19,24,20);Option=(19,24,24);Option=(20,10,10);Option=(20,10,18);Option=(20,10,20);Option=(20,11,11);Option=(20,14,13);Option=(20,14,14);Option=(20,15,15);Option=(20,16,16);Option=(20,16,17);Option=(20,17,16);Option=(20,17,17);Option=(20,17,18);Option=(20,17,19);Option=(20,18,10);Option=(20,18,13);Option=(20,18,15);Option=(20,18,16);Option=(20,18,17);Option=(20,18,18);Option=(20,18,19);Option=(20,18,20);Option=(20,19,10);Option=(20,19,15);Option=(20,19,16);Option=(20,19,17);Option=(20,19,18);Option=(20,19,19);Option=(20,19,20);Option=(20,19,21);Option=(20,20,10);Option=(20,20,13);Option=(20,20,14);Option=(20,20,15);Option=(20,20,16);Option=(20,20,17);Option=(20,20,18);Option=(20,20,19);Option=(20,20,20);Option=(20,20,21);Option=(20,20,22);Option=(20,20,23);Option=(20,20,24);Option=(20,21,10);Option=(20,21,15);Option=(20,21,16);Option=(20,21,17);Option=(20,21,18);Option=(20,21,19);Option=(20,21,20);Option=(20,21,21);Option=(20,21,22);Option=(20,22,10);Option=(20,22,12);Option=(20,22,13);Option=(20,22,15);Option=(20,22,16);Option=(20,22,17);Option=(20,22,18);Option=(20,22,19);Option=(20,22,20);Option=(20,22,21);Option=(20,22,22);Option=(20,22,23);Option=(20,22,24);Option=(20,23,10);Option=(20,23,15);Option=(20,23,17);Option=(20,23,18);Option=(20,23,19);Option=(20,23,20);Option=(20,23,21);Option=(20,23,23);Option=(20,24,18);Option=(20,24,20);Option=(20,24,22);Option=(20,24,23);Option=(20,24,24);Option=(21,10,10);Option=(21,14,14);Option=(21,15,15);Option=(21,15,17);Option=(21,16,16);Option=(21,17,16);Option=(21,17,17);Option=(21,17,18);Option=(21,17,19);Option=(21,18,15);Option=(21,18,16);Option=(21,18,17);Option=(21,18,18);Option=(21,18,19);Option=(21,18,20);Option=(21,18,21);Option=(21,19,10);Option=(21,19,15);Option=(21,19,16);Option=(21,19,17);Option=(21,19,18);Option=(21,19,19);Option=(21,19,20);Option=(21,19,21);Option=(21,19,22);Option=(21,20,10);Option=(21,20,15);Option=(21,20,16);Option=(21,20,17);Option=(21,20,18);Option=(21,20,19);Option=(21,20,20);Option=(21,20,21);Option=(21,20,22);Option=(21,21,10);Option=(21,21,14);Option=(21,21,15);Option=(21,21,16);Option=(21,21,17);Option=(21,21,18);Option=(21,21,19);Option=(21,21,20);Option=(21,21,21);Option=(21,21,22);Option=(21,21,23);Option=(21,21,24);Option=(21,22,10);Option=(21,22,15);Option=(21,22,16);Option=(21,22,17);Option=(21,22,18);Option=(21,22,19);Option=(21,22,20);Option=(21,22,21);Option=(21,22,22);Option=(21,22,23);Option=(21,23,16);Option=(21,23,17);Option=(21,23,18);Option=(21,23,19);Option=(21,23,20);Option=(21,23,21);Option=(21,23,22);Option=(21,23,23);Option=(21,24,10);Option=(21,24,18);Option=(21,24,20);Option=(21,24,22);Option=(21,24,23);Option=(21,24,24);Option=(22,10,10);Option=(22,10,19);Option=(22,10,21);Option=(22,13,13);Option=(22,14,16);Option=(22,16,13);Option=(22,16,16);Option=(22,17,14);Option=(22,17,17);Option=(22,18,15);Option=(22,18,16);Option=(22,18,17);Option=(22,18,18);Option=(22,18,19);Option=(22,18,20);Option=(22,18,22);Option=(22,19,15);Option=(22,19,16);Option=(22,19,17);Option=(22,19,18);Option=(22,19,19);Option=(22,19,20);Option=(22,20,10);Option=(22,20,13);Option=(22,20,16);Option=(22,20,17);Option=(22,20,18);Option=(22,20,19);Option=(22,20,20);Option=(22,20,21);Option=(22,20,22);Option=(22,21,10);Option=(22,21,17);Option=(22,21,18);Option=(22,21,19);Option=(22,21,20);Option=(22,21,21);Option=(22,21,22);Option=(22,22,10);Option=(22,22,12);Option=(22,22,14);Option=(22,22,15);Option=(22,22,16);Option=(22,22,17);Option=(22,22,18);Option=(22,22,19);Option=(22,22,20);Option=(22,22,21);Option=(22,22,22);Option=(22,22,23);Option=(22,22,24);Option=(22,23,10);Option=(22,23,15);Option=(22,23,16);Option=(22,23,17);Option=(22,23,18);Option=(22,23,19);Option=(22,23,20);Option=(22,23,21);Option=(22,23,22);Option=(22,23,23);Option=(22,23,24);Option=(22,24,17);Option=(22,24,18);Option=(22,24,19);Option=(22,24,20);Option=(22,24,21);Option=(22,24,22);Option=(22,24,23);Option=(22,24,24);Option=(23,10,10);Option=(23,10,19);Option=(23,14,14);Option=(23,16,16);Option=(23,17,17);Option=(23,18,18);Option=(23,19,10);Option=(23,19,17);Option=(23,19,19);Option=(23,20,16);Option=(23,20,17);Option=(23,20,18);Option=(23,20,19);Option=(23,20,20);Option=(23,21,17);Option=(23,21,18);Option=(23,21,19);Option=(23,21,20);Option=(23,21,21);Option=(23,21,22);Option=(23,22,17);Option=(23,22,18);Option=(23,22,19);Option=(23,22,20);Option=(23,22,21);Option=(23,22,22);Option=(23,22,23);Option=(23,22,24);Option=(23,23,10);Option=(23,23,14);Option=(23,23,15);Option=(23,23,16);Option=(23,23,17);Option=(23,23,18);Option=(23,23,19);Option=(23,23,20);Option=(23,23,21);Option=(23,23,22);Option=(23,23,23);Option=(23,23,24);Option=(23,24,17);Option=(23,24,18);Option=(23,24,19);Option=(23,24,20);Option=(23,24,21);Option=(23,24,22);Option=(23,24,23);Option=(23,24,24);Option=(24,17,17);Option=(24,18,18);Option=(24,19,19);Option=(24,20,18);Option=(24,20,20);Option=(24,21,20);Option=(24,21,21);Option=(24,21,22);Option=(24,22,18);Option=(24,22,19);Option=(24,22,21);Option=(24,22,22);Option=(24,22,24);Option=(24,23,17);Option=(24,23,20);Option=(24,23,22);Option=(24,23,23);Option=(24,24,16);Option=(24,24,17);Option=(24,24,18);Option=(24,24,19);Option=(24,24,20);Option=(24,24,21);Option=(24,24,22);Option=(24,24,23);Option=(24,24,24)
Autre;0.0;0.0011001100110011;0.0011001100110011;0.0077007700770077;0.0055005500550055;0.0033003300330033;0.0;0.0011001100110011;0.0011001100110011;0.0;0.0011001100110011;0.0011001100110011;0.0066006600660066;0.0033003300330033;0.0011001100110011;0.0;0.0011001100110011;0.0044004400440044;0.0;0.0011001100110011;0.0022002200220022;0.0033003300330033;0.0044004400440044;0.0;0.0011001100110011;0.0011001100110011;0.0033003300330033;0.0011001100110011;0.0;0.0022002200220022;0.0044004400440044;0.0077007700770077;0.0044004400440044;0.0066006600660066;0.0011001100110011;0.0011001100110011;0.0;0.0011001100110011;0.0011001100110011;0.0044004400440044;0.0022002200220022;0.0121012101210121;0.0011001100110011;0.0;0.0044004400440044;0.0022002200220022;0.0033003300330033;0.0033003300330033;0.0055005500550055;0.0;0.0022002200220022;0.0011001100110011;0.0022002200220022;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0011001100110011;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0011001100110011;0.0022002200220022;0.0011001100110011;0.0011001100110011;0.0;0.0011001100110011;0.0011001100110011;0.0011001100110011;0.0;0.0011001100110011;0.0;0.0;0.0011001100110011;0.0011001100110011;0.0;0.0011001100110011;0.0;0.0;0.0;0.0;0.0011001100110011;0.0011001100110011;0.0033003300330033;0.0011001100110011;0.0;0.0;0.0022002200220022;0.0;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022002200220022;0.0;0.0033003300330033;0.0;0.0;0.0011001100110011;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0011001100110011;0.0033003300330033;0.0044004400440044;0.0011001100110011;0.0;0.0;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0022002200220022;0.0022002200220022;0.0011001100110011;0.0055005500550055;0.0;0.0022002200220022;0.0055005500550055;0.0011001100110011;0.0011001100110011;0.0;0.0022002200220022;0.0022002200220022;0.0011001100110011;0.0011001100110011;0.0;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044004400440044;0.0011001100110011;0.0011001100110011;0.0;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0011001100110011;0.0066006600660066;0.0;0.0;0.0;0.0044004400440044;0.0055005500550055;0.0;0.0;0.0011001100110011;0.0044004400440044;0.0077007700770077;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0022002200220022;0.0077007700770077;0.0011001100110011;0.0022002200220022;0.0;0.0011001100110011;0.0011001100110011;0.0011001100110011;0.0011001100110011;0.0;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011001100110011;0.0;0.0;0.0;0.0066006600660066;0.0011001100110011;0.0;0.0;0.0;0.0;0.0033003300330033;0.0066006600660066;0.0011001100110011;0.0;0.0;0.0;0.0;0.0176017601760176;0.0088008800880088;0.0033003300330033;0.0011001100110011;0.0;0.0;0.0;0.0077007700770077;0.0033003300330033;0.0011001100110011;0.0044004400440044;0.0011001100110011;0.0;0.0022002200220022;0.0011001100110011;0.0033003300330033;0.0;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033003300330033;0.0033003300330033;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0187018701870187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0176017601760176;0.0297029702970297;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0121012101210121;0.0198019801980198;0.0066006600660066;0.0;0.0;0.0;0.0;0.0;0.0132013201320132;0.0088008800880088;0.0022002200220022;0.0055005500550055;0.0;0.0;0.0;0.0;0.0022002200220022;0.0011001100110011;0.0011001100110011;0.0011001100110011;0.0;0.0011001100110011;0.0;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0055005500550055;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0088008800880088;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0374037403740374;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0253025302530253;0.0187018701870187;0.0033003300330033;0.0;0.0;0.0;0.0;0.0;0.0132013201320132;0.0022002200220022;0.0088008800880088;0.0;0.0;0.0;0.0022002200220022;0.0055005500550055;0.0044004400440044;0.0;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0044004400440044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0;0.0121012101210121;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0077007700770077;0.0033003300330033;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0484048404840484;0.0044004400440044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0176017601760176;0.0286028602860286;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0055005500550055;0.0055005500550055;0.0;0.0;0.0033003300330033;0.0011001100110011;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044004400440044;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0132013201320132;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0088008800880088;0.0044004400440044;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.044004400440044;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0055005500550055;0.0154015401540154;0.0;0.0;0.0;0.0011001100110011;0.0022002200220022;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022002200220022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066006600660066;0.0;0.0;0.0;0.0;0.0;0.0;0.011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044004400440044;0.0044004400440044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0231023102310231;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0011001100110011;0.0066006600660066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044004400440044;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044004400440044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0055005500550055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011001100110011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Baisse de nuit uniquement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000203707476064371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000203707476064371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000407414952128743;0.000203707476064371;0.000203707476064371;0.000203707476064371;0.000407414952128743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000203707476064371;0.000203707476064371;0.000611122428193114;0.000814829904257486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000407414952128743;0.000203707476064371;0.000814829904257486;0.00224078223670808;0.00346302709309431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000814829904257486;0.000203707476064371;0.000203707476064371;0.000814829904257486;0.00407414952128743;0.0107964962314116;0.007129761662253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00224078223670808;0.000203707476064371;0.00448156447341617;0.00794459156651049;0.0201670401303727;0.0238337746995314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00407414952128743;0.000203707476064371;0.00101853738032185;0.007129761662253;0.0160928906090853;0.0389081279282949;0.0918720717050315;0.0450193522102261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00183336728457934;0.000611122428193114;0.00509268690160928;0.0144632308005703;0.0417600325931961;0.108168669790181;0.110816866979018;0.0594825830107964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00183336728457934;0.000407414952128743;0.000407414952128743;0.00224078223670808;0.00651863923405989;0.016500305561214;0.0545936035852515;0.0747606437156243;0.0761865960480749;0.0448156447341617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014259523324506;0.000203707476064371;0.000203707476064371;0.000814829904257486;0.00305561214096557;0.00733346913831737;0.0130372784681197;0.0138521083723772;0.0187410877979221;0.0140558158484416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000407414952128743;0.000407414952128743;0.000814829904257486;0.000814829904257486;0.00122224485638622;0.00101853738032185;0.00264819718883683;0.0014259523324506;0.0
